Index,Phylotype,Sub-Phylotype,Sequevar,Sub-sequevar designation,Strainname,Alt Names,"Environmental Source (Soil, Water, unknown plants)",Host Species (Common name),Host Species,Host Genus,Host Family,Host Order,Year isolated,Longitude,Latitude,Location Isolated,Location (Country or Territory),Location (subcontinent),Location (continent),Genome Accession,Genome Level,Sequencing Tech,egl accession,mutS accession,other accession,Citation,Year published,Data entered by,Comments
5818,I,,17,,RUN1987,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2011,-53.817838,5.604817,"Javouhey, French Guiana, France",French Guiana,Southern America,South America,,,,KF154636,KF154498,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5819,II,IIB,4,,RUN0432,,Water (Irrigation),,,,,,2006,-52.47339,5.013751,"Macouria, French Guiana, France",French Guiana,Southern America,South America,,,,GU294926,KF154440,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5820,II,IIB,4,,RUN0433,,Water (Irrigation),,,,,,2006,-52.47339,5.013751,"Macouria, French Guiana, France",French Guiana,Southern America,South America,,,,KF154584,KF154441,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5821,I,,17,,RUN1949,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2011,-52.47339,5.013751,"Macouria, French Guiana, France",French Guiana,Southern America,South America,,,,KF154598,KF154460,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5822,I,,17,,RUN1950,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2011,-52.47339,5.013751,"Macouria, French Guiana, France",French Guiana,Southern America,South America,,,,KF154599,KF154461,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5823,I,,47,,RUN2177,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,-52.47339,5.013751,"Macouria, French Guiana, France",French Guiana,Southern America,South America,,,,KF154665,KF154527,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5824,I,,47,,RUN2179,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,-52.47339,5.013751,"Macouria, French Guiana, France",French Guiana,Southern America,South America,,,,KF154666,KF154528,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5825,I,,47,,RUN2180,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,-52.47339,5.013751,"Macouria, French Guiana, France",French Guiana,Southern America,South America,,,,KF154667,KF154529,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5826,I,,47,,RUN2181,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,-52.47339,5.013751,"Macouria, French Guiana, France",French Guiana,Southern America,South America,,,,KF154668,KF154530,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5827,I,,47,,RUN2182,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,-52.47339,5.013751,"Macouria, French Guiana, France",French Guiana,Southern America,South America,,,,KF154669,KF154531,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5828,II,IIA,41,,RUN1961,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-53.778297,5.667013,"Mana, French Guiana, France",French Guiana,Southern America,South America,,,,KF154610,KF154472,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5829,II,IIA,41,,RUN1962,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-53.778297,5.667013,"Mana, French Guiana, France",French Guiana,Southern America,South America,,,,KF154611,KF154473,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5830,I,,18,,RUN1963,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-53.778297,5.667013,"Mana, French Guiana, France",French Guiana,Southern America,South America,,,,KF154612,KF154474,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5831,II,IIA,41,,RUN1964,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-53.778297,5.667013,"Mana, French Guiana, France",French Guiana,Southern America,South America,,,,KF154613,KF154475,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5832,II,IIB,4,,RUN1965,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-53.778297,5.667013,"Mana, French Guiana, France",French Guiana,Southern America,South America,,,,KF154614,KF154476,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5833,II,IIB,4,,RUN1970,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2011,-53.778297,5.667013,"Mana, French Guiana, France",French Guiana,Southern America,South America,,,,KF154619,KF154481,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5834,I,,14,,RUN1971,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2011,-53.778297,5.667013,"Mana, French Guiana, France",French Guiana,Southern America,South America,,,,KF154620,KF154482,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5835,I,,14,,RUN1972,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2011,-53.778297,5.667013,"Mana, French Guiana, France",French Guiana,Southern America,South America,,,,KF154621,KF154483,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5836,II,IIB,4,,RUN1973,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2011,-53.778297,5.667013,"Mana, French Guiana, France",French Guiana,Southern America,South America,,,,KF154622,KF154484,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5837,II,IIA,35,,RUN1969,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-52.32732,4.849364,"Matoury, French Guiana, France",French Guiana,Southern America,South America,,,,KF154618,KF154480,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5838,II,IIB,4,,RUN1951,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2011,-52.492821,4.891991,"Montsinéry, French Guiana, France",French Guiana,Southern America,South America,,,,KF154600,KF154462,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5839,I,,17,,RUN1952,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2011,-52.492821,4.891991,"Montsinéry, French Guiana, France",French Guiana,Southern America,South America,,,,KF154601,KF154463,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5840,II,IIB,4,,RUN1953,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2011,-52.492821,4.891991,"Montsinéry, French Guiana, France",French Guiana,Southern America,South America,,,,KF154602,KF154464,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5841,I,,17,,RUN1954,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2011,-52.492821,4.891991,"Montsinéry, French Guiana, France",French Guiana,Southern America,South America,,,,KF154603,KF154465,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5842,I,,18,,RUN1955,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2011,-52.492821,4.891991,"Montsinéry, French Guiana, France",French Guiana,Southern America,South America,,,,KF154604,KF154466,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5843,II,IIB,4,,RUN1956,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2011,-52.492821,4.891991,"Montsinéry, French Guiana, France",French Guiana,Southern America,South America,,,,KF154605,KF154467,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5844,II,IIB,4,,RUN1957,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2011,-52.492821,4.891991,"Montsinéry, French Guiana, France",French Guiana,Southern America,South America,,,,KF154606,KF154468,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5845,I,,18,,RUN1958,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2011,-52.492821,4.891991,"Montsinéry, French Guiana, France",French Guiana,Southern America,South America,,,,KF154607,KF154469,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5846,II,IIA,41,,RUN1993,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-52.492821,4.891991,"Montsinéry, French Guiana, France",French Guiana,Southern America,South America,,,,KF154642,KF154504,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5847,II,IIA,41,,RUN1994,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-52.492821,4.891991,"Montsinéry, French Guiana, France",French Guiana,Southern America,South America,,,,KF154643,KF154505,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5848,II,IIA,41,,RUN1995,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-52.492821,4.891991,"Montsinéry, French Guiana, France",French Guiana,Southern America,South America,,,,KF154644,KF154506,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5849,II,IIA,41,,RUN1996,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-52.492821,4.891991,"Montsinéry, French Guiana, France",French Guiana,Southern America,South America,,,,KF154645,KF154507,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5850,II,IIB,4,,RUN1997,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-52.492821,4.891991,"Montsinéry, French Guiana, France",French Guiana,Southern America,South America,,,,KF154646,KF154508,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5851,II,IIA,41,,RUN1998,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-52.492821,4.891991,"Montsinéry, French Guiana, France",French Guiana,Southern America,South America,,,,KF154647,KF154509,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5852,II,IIA,41,,RUN1999,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-52.492821,4.891991,"Montsinéry, French Guiana, France",French Guiana,Southern America,South America,,,,KF154648,KF154510,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5853,II,IIA,41,,RUN2000,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-52.492821,4.891991,"Montsinéry, French Guiana, France",French Guiana,Southern America,South America,,,,KF154649,KF154511,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5854,II,IIA,41,,RUN2001,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-52.492821,4.891991,"Montsinéry, French Guiana, France",French Guiana,Southern America,South America,,,,KF154650,KF154512,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5855,II,IIA,41,,RUN2002,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-52.492821,4.891991,"Montsinéry, French Guiana, France",French Guiana,Southern America,South America,,,,KF154651,KF154513,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5856,II,IIA,35,,RUN2173,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,-52.492821,4.891991,"Montsinéry, French Guiana, France",French Guiana,Southern America,South America,,,,KF154661,KF154523,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5857,II,IIA,38,,RUN1976,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2011,-52.131138,4.313441,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,KF154625,KF154487,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
5858,II,IIA,38,,RUN1977,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2011,-52.131138,4.313441,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,KF154626,KF154488,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
